latency_ms,jitter_ms,packet_loss_pct,is_external,samples_count,label
1.0,0.1,0.023,0,21,0
42.56,12.27,0.139,1,22,2
111.66,14.75,3.405,1,5,1
152.46,13.03,3.726,1,15,1
6.89,1.73,0.5,0,12,0
36.4,5.19,0.151,1,11,2
23.75,8.31,0.47,1,5,2
51.73,7.3,0.405,1,25,2
47.57,7.38,0.276,1,21,2
5.41,4.4,0.043,0,9,0
30.0,0.77,0.107,0,13,0
3.13,3.06,0.029,0,8,0
458.13,84.26,11.956,1,6,1
14.91,5.87,0.324,1,28,2
85.15,23.85,6.956,1,18,1
126.08,11.46,5.189,1,5,1
18.52,5.56,0.631,1,5,2
221.26,17.54,1.5,1,17,1
5.91,0.24,0.01,0,27,0
2.22,4.81,0.096,0,25,0
1.0,1.82,0.196,0,17,0
29.21,5.64,0.077,1,19,2
4.63,0.78,0.136,0,24,0
8.69,1.29,0.079,0,24,0
23.07,2.39,0.049,0,22,0
101.26,28.03,1.657,1,5,1
109.61,14.3,5.17,1,17,1
10.7,3.9,0.05,0,17,0
60.0,28.45,7.033,1,12,1
34.6,12.04,0.068,1,11,2
27.68,5.08,0.005,1,21,2
168.11,32.38,2.335,1,3,1
40.75,9.11,0.105,1,11,2
1.0,3.1,0.147,0,25,0
1.0,0.16,0.126,0,23,0
29.34,8.2,0.401,1,11,2
89.38,14.17,1.179,1,8,1
6.31,0.61,0.095,0,28,0
74.28,16.52,1.597,1,3,1
301.17,48.23,6.299,1,5,1
59.48,9.06,0.192,1,19,2
66.65,16.11,2.239,1,9,1
123.17,44.55,5.099,1,9,1
34.87,11.09,0.021,1,12,2
58.31,7.24,0.007,1,22,2
122.19,26.58,7.27,1,9,1
63.72,2.92,0.744,1,23,2
2.64,0.5,0.155,0,6,0
10.81,6.49,0.604,1,18,2
70.33,13.33,1.429,1,12,1
1.0,0.61,0.16,0,15,0
29.0,5.85,0.089,1,25,2
19.03,6.91,1.126,1,8,2
89.54,10.69,2.016,1,5,1
144.57,46.96,1.5,1,14,1
50.67,16.77,1.947,1,9,1
153.18,20.33,3.558,1,16,1
13.16,3.33,0.288,0,23,0
1.38,1.69,0.074,0,17,0
5.73,1.23,0.164,0,28,0
35.23,5.36,0.221,1,11,2
3.91,0.64,0.418,0,18,0
2.8,3.04,0.123,0,13,0
52.32,9.98,0.066,1,28,2
100.62,25.0,2.147,1,11,1
497.34,66.72,10.963,1,9,1
58.3,6.16,0.412,1,29,2
1.0,6.8,0.231,0,27,0
67.55,3.94,1.284,1,21,2
45.12,3.46,0.053,1,16,2
23.51,11.32,0.213,1,10,2
113.53,29.28,1.5,1,6,1
77.84,29.08,1.5,1,4,1
156.61,14.71,6.558,1,8,1
36.35,4.9,0.021,1,29,2
59.94,3.33,0.463,1,19,2
76.28,12.77,5.333,1,8,1
79.48,17.59,2.102,1,10,2
7.4,2.66,0.296,0,28,0
1.0,6.81,0.402,0,25,0
121.21,30.7,4.798,1,15,1
1.92,0.89,0.007,0,6,0
16.97,0.22,0.08,0,12,0
1.0,1.74,0.066,0,17,0
51.6,10.18,0.131,1,22,2
6.33,0.1,0.443,0,26,0
475.43,75.11,12.524,1,5,1
38.0,2.79,0.755,1,21,2
42.5,6.75,0.18,1,21,2
53.14,5.53,0.577,1,24,2
119.65,30.25,4.911,1,3,1
10.0,8.0,0.017,1,27,2
32.05,4.16,0.005,1,7,2
153.96,30.22,3.704,1,14,1
1.22,0.1,0.1,0,14,0
259.91,65.35,5.77,1,3,1
17.41,0.25,0.151,0,13,0
55.08,10.14,0.05,1,28,2
2.01,2.63,0.011,0,13,0
24.4,4.48,0.514,1,9,2
126.2,11.17,1.979,1,11,1
20.91,2.46,0.641,1,22,2
16.32,1.05,0.183,0,6,0
4.13,5.34,0.1,0,29,0
381.66,50.92,12.929,1,4,1
156.55,24.96,4.251,1,8,1
58.69,15.93,1.627,1,12,2
40.29,9.76,0.51,1,21,2
3.44,3.44,0.018,0,29,0
13.28,0.65,0.118,0,16,0
107.38,20.36,6.804,1,11,1
38.16,4.74,0.617,0,9,0
120.62,24.47,1.5,1,16,1
4.76,0.36,0.0,0,23,0
126.81,11.93,5.336,1,10,1
39.0,4.13,0.223,1,21,2
1.0,0.75,0.028,0,6,0
13.46,7.76,0.117,1,27,2
31.19,10.93,0.115,1,14,2
165.44,13.14,4.767,1,14,1
106.17,25.59,1.864,1,15,1
102.82,15.03,4.681,1,19,1
140.67,37.74,7.402,1,5,1
137.14,12.83,6.927,1,12,1
19.48,6.08,0.385,1,26,2
1.0,2.8,0.123,0,13,0
46.51,2.31,0.198,1,16,2
1.0,0.76,0.188,0,15,0
6.4,2.26,0.099,0,16,0
11.99,1.01,0.354,0,11,0
58.81,10.25,0.1,1,12,2
117.29,8.0,7.488,1,9,1
1.0,2.36,0.156,0,23,0
42.7,7.49,0.258,1,5,2
167.58,15.35,5.984,1,7,1
106.61,36.75,5.912,1,11,1
44.7,10.29,0.028,1,15,2
48.83,3.56,0.01,1,11,2
131.53,19.94,3.115,1,12,1
20.89,6.58,0.014,1,16,2
22.65,3.15,0.827,1,24,2
42.74,7.87,0.185,1,22,2
8.22,0.47,0.188,0,10,0
147.49,34.09,6.919,1,6,1
87.74,8.0,5.253,1,14,1
35.91,10.11,0.033,1,28,2
131.53,29.55,9.27,1,18,1
110.5,16.71,1.591,1,12,1
10.39,3.5,0.101,0,18,0
303.28,50.87,12.544,1,9,1
60.06,8.95,0.304,1,16,2
89.14,14.7,2.313,1,5,2
1.0,0.84,0.047,0,28,0
31.74,7.53,0.208,1,7,2
1.0,2.0,0.001,0,19,0
11.45,3.67,0.092,0,17,0
77.33,10.65,2.11,1,7,1
5.52,8.0,0.294,0,16,0
13.12,0.1,0.227,0,9,0
31.62,1.0,0.186,1,11,2
17.97,6.29,0.154,1,22,2
4.56,1.2,0.095,0,23,0
52.35,1.0,0.245,1,28,2
10.84,7.55,0.621,1,26,2
1.7,3.82,0.004,0,15,0
194.7,8.0,1.819,1,13,1
21.55,3.35,0.055,1,18,2
31.68,5.32,0.962,1,22,2
10.0,2.77,0.08,0,21,0
108.49,28.19,3.242,1,12,1
7.67,6.97,0.251,0,17,0
123.79,11.87,4.516,1,5,1
4.85,0.65,0.146,0,16,0
30.0,2.35,0.115,0,29,0
15.4,8.01,0.034,1,13,2
135.69,32.92,5.838,1,11,1
30.43,4.77,0.295,1,9,2
1.0,8.0,0.368,0,20,0
88.92,23.71,3.097,1,14,1
37.34,12.16,0.286,1,26,2
195.94,42.58,4.954,1,16,1
28.07,1.67,0.422,1,14,2
10.0,3.13,0.651,1,18,2
122.4,37.9,2.108,1,16,1
55.69,7.96,0.512,1,20,2
52.86,4.09,0.038,1,24,2
144.4,44.52,1.5,1,13,1
30.25,6.71,0.101,1,23,2
24.36,1.15,0.589,1,5,2
116.61,46.49,4.007,1,6,1
242.46,85.96,6.1,1,3,1
5.98,2.56,0.006,0,23,0
148.29,14.84,4.25,1,9,1
166.25,34.23,5.49,1,11,1
1.0,1.8,0.146,0,8,0
60.0,45.24,3.045,1,16,1
59.03,10.61,0.012,1,14,2
9.74,1.75,0.038,0,14,0
26.58,7.21,0.546,1,27,2
7.34,1.43,0.006,0,20,0
136.53,30.64,3.9,1,19,1
18.43,1.72,0.056,0,25,0
102.58,8.0,1.5,1,18,1
33.11,5.31,0.583,0,9,0
137.92,17.09,1.5,1,11,1
89.04,12.81,5.201,1,12,1
116.61,11.14,4.165,1,10,1
155.56,26.02,4.535,1,10,1
14.9,1.21,0.114,0,8,0
21.99,7.57,0.032,1,21,2
1.0,0.17,0.021,0,27,0
36.26,2.43,0.717,1,18,2
51.38,10.66,0.142,1,21,2
49.03,3.54,0.137,1,24,2
53.26,3.31,0.185,1,25,2
24.33,0.55,0.074,0,15,0
27.48,6.69,0.347,1,23,2
212.92,39.19,5.854,1,12,1
7.73,3.43,0.116,0,6,0
123.52,8.0,1.5,1,12,1
94.3,26.05,6.178,1,8,1
7.04,0.96,0.029,0,26,0
2.2,1.0,0.143,0,11,0
1.0,0.26,0.04,0,27,0
86.06,41.3,2.52,1,11,1
8.81,1.32,0.103,0,20,0
115.34,31.43,4.604,1,4,1
13.22,0.65,0.04,0,23,0
224.19,26.38,4.759,1,13,1
30.89,2.79,0.159,1,27,2
13.4,7.94,0.136,0,20,0
25.19,8.86,0.847,1,12,2
483.0,91.84,7.636,1,9,1
1.23,1.38,0.026,0,23,0
34.09,7.02,0.733,0,17,0
88.82,36.28,2.629,1,17,1
37.59,4.35,0.265,1,11,2
1.0,4.11,0.118,0,11,0
39.77,7.53,0.404,0,7,0
104.13,8.0,5.376,1,17,1
10.52,0.17,0.498,0,6,0
37.18,5.49,0.117,1,19,2
335.63,54.09,5.14,1,5,1
43.84,2.37,0.717,1,8,2
13.64,5.7,0.361,1,20,2
35.93,9.32,0.157,1,8,2
26.63,6.5,0.031,1,15,2
25.19,5.91,0.287,1,22,2
3.95,1.75,0.154,0,12,0
45.48,4.62,0.185,1,22,2
127.39,25.13,2.077,1,8,1
26.26,0.93,0.094,0,29,0
70.87,6.88,0.663,1,19,2
36.52,2.6,0.253,1,11,2
51.7,6.12,0.517,1,25,2
105.8,8.54,2.713,1,17,1
118.65,31.03,4.169,1,19,1
3.94,3.9,0.06,0,12,0
32.39,12.19,0.425,1,10,2
13.99,2.3,0.202,1,25,2
30.86,11.18,0.176,1,21,2
116.54,11.43,2.849,1,5,1
88.93,25.69,5.853,1,12,1
28.03,0.68,0.255,0,21,0
138.2,24.35,3.803,1,14,1
1.0,3.35,0.221,0,7,0
6.97,1.1,0.143,0,7,0
38.06,6.95,0.085,1,15,2
23.7,3.4,1.5,1,12,2
15.88,3.46,0.133,0,20,0
46.16,11.59,0.135,1,23,2
45.34,2.57,0.017,1,28,2
54.06,12.19,0.092,1,18,2
28.03,4.15,0.153,0,10,0
492.1,94.86,6.214,1,8,1
5.18,0.6,0.018,0,15,0
309.38,45.87,14.828,1,5,1
15.08,2.0,0.684,1,15,2
41.61,7.77,0.122,1,25,2
139.99,12.69,1.5,1,14,1
13.16,0.59,0.122,0,25,0
1.0,5.68,0.356,0,20,0
34.18,7.3,0.202,1,9,2
19.18,1.17,0.13,0,18,0
137.97,8.0,5.056,1,13,1
219.17,68.19,9.32,1,8,1
28.0,0.21,0.051,0,17,0
1.64,1.7,0.006,0,15,0
50.31,5.68,0.589,1,6,2
120.06,44.94,1.885,1,15,1
87.68,8.0,2.662,1,16,1
21.34,3.65,0.177,0,24,0
102.3,8.0,1.606,1,14,1
81.49,13.52,2.007,1,14,1
24.03,0.1,0.083,0,12,0
164.49,25.09,4.387,1,7,1
172.72,13.13,7.504,1,8,1
45.36,4.48,0.092,1,26,2
97.9,28.72,4.814,1,8,1
32.42,7.45,0.319,1,27,2
130.29,28.36,3.529,1,11,1
56.68,11.09,2.359,1,14,1
49.71,6.21,0.324,1,11,2
1.15,3.77,0.054,0,27,0
111.24,32.28,5.391,1,10,1
37.89,8.01,0.157,1,8,2
88.55,11.81,8.071,1,14,1
25.1,8.79,0.456,1,22,2
81.73,12.38,2.31,1,11,2
26.41,5.88,0.268,1,23,2
60.0,19.66,1.621,1,19,1
74.2,25.2,6.836,1,17,1
9.33,0.2,0.084,0,7,0
34.89,4.06,0.496,0,18,0
10.0,6.02,0.756,1,18,2
31.73,3.05,0.188,1,26,2
41.72,3.41,0.594,1,12,2
10.0,8.44,0.298,1,6,2
90.97,41.13,3.495,1,7,1
11.08,1.17,0.404,0,16,0
36.77,5.45,0.092,1,14,2
28.69,2.45,0.519,1,26,2
45.43,4.43,0.339,1,8,2
48.54,5.82,0.288,1,23,2
60.0,12.62,1.5,1,16,1
15.49,1.52,0.347,0,25,0
1.0,1.11,0.338,0,19,0
178.57,40.33,1.5,1,7,1
27.11,5.27,0.118,1,11,2
47.26,6.35,0.181,1,18,2
15.58,1.39,0.047,1,20,2
99.33,33.42,4.664,1,8,1
27.55,2.53,0.271,1,25,2
22.7,4.27,0.182,1,14,2
46.83,7.76,0.63,1,19,2
32.64,3.13,0.744,0,11,0
35.37,1.23,0.27,1,29,2
36.18,6.38,0.303,0,13,0
10.56,12.59,0.063,1,29,2
1.64,0.8,0.085,0,12,0
1.75,2.55,0.107,0,11,0
3.64,4.43,0.137,0,8,0
159.1,33.01,2.593,1,9,1
4.21,0.42,0.083,0,22,0
51.57,9.19,0.079,1,17,2
147.55,15.76,3.055,1,13,1
182.15,38.42,4.675,1,18,1
5.23,4.41,0.345,0,18,0
14.91,6.06,0.126,1,29,2
3.3,0.41,0.124,0,24,0
6.69,1.78,0.162,0,27,0
85.88,20.86,2.788,1,13,1
1.0,3.34,0.097,0,6,0
36.33,11.32,0.207,1,24,2
5.24,1.84,0.084,0,18,0
11.03,0.39,0.194,0,11,0
37.11,5.45,0.202,1,10,2
11.73,0.1,0.2,0,21,0
2.15,0.41,0.157,0,15,0
1.0,2.53,0.071,0,20,0
138.58,13.47,4.948,1,12,1
40.19,7.89,0.072,1,7,2
482.36,99.52,9.717,1,4,1
39.24,5.47,0.387,1,5,2
107.95,31.43,1.61,1,12,1
168.89,49.62,5.575,1,7,1
25.3,6.74,0.28,1,15,2
43.51,8.44,0.326,1,7,2
23.89,0.93,0.184,0,10,0
49.58,8.2,0.009,1,25,2
31.06,5.92,0.337,1,6,2
30.53,7.61,1.5,1,26,2
28.7,12.13,0.324,1,25,2
10.0,15.0,0.171,1,5,2
201.06,33.64,3.55,1,15,1
98.32,34.88,4.116,1,16,1
2.78,2.33,0.153,0,12,0
2.33,1.97,0.18,0,26,0
156.75,20.48,5.708,1,7,1
81.29,20.06,4.45,1,7,1
37.32,7.97,0.109,1,24,2
27.57,5.6,0.696,0,8,0
55.88,1.92,0.492,1,9,2
323.31,55.8,11.9,1,4,1
60.0,28.48,4.488,1,16,1
120.59,25.85,1.585,1,19,1
17.95,2.41,0.163,0,29,0
39.53,2.57,0.524,1,28,2
60.0,24.1,6.937,1,10,1
152.46,19.64,3.887,1,14,1
38.27,7.42,0.289,1,9,2
36.42,9.05,0.03,1,10,2
8.04,5.62,0.076,0,8,0
99.04,20.47,2.332,1,16,1
1.91,0.87,0.105,0,24,0
29.39,6.05,0.711,0,8,0
2.37,1.12,0.142,0,21,0
1.0,8.0,0.216,0,15,0
99.89,32.26,5.211,1,7,1
1.0,3.37,0.035,0,29,0
27.12,7.65,0.374,0,8,0
15.53,3.43,0.228,1,27,2
5.06,0.32,0.5,0,11,0
34.08,4.41,0.336,1,18,2
60.0,14.43,6.078,1,15,1
34.76,8.6,0.057,1,29,2
2.56,2.94,0.141,0,22,0
16.0,1.16,0.276,0,12,0
143.5,22.65,1.687,1,8,1
105.8,28.69,5.113,1,8,1
3.29,5.84,0.049,0,10,0
107.8,16.44,3.748,1,8,1
52.93,4.98,0.431,1,16,2
129.99,22.49,3.935,1,6,1
12.14,0.59,0.041,0,5,0
436.64,83.34,13.67,1,5,1
3.86,4.06,0.067,0,13,0
31.86,8.07,0.66,1,12,2
90.44,24.83,7.322,1,4,1
5.86,2.7,0.08,0,19,0
427.88,31.58,10.539,1,4,1
2.17,3.48,0.022,0,27,0
36.32,5.04,0.487,1,22,2
8.6,4.77,0.006,0,23,0
61.48,2.26,0.905,1,14,2
53.49,7.31,0.164,1,21,2
3.15,0.23,0.112,0,5,0
133.17,42.08,1.5,1,15,1
30.0,1.39,0.087,0,6,0
16.46,3.26,0.555,1,21,2
139.45,26.17,1.5,1,15,1
42.25,6.68,0.342,1,28,2
5.81,0.93,0.071,0,29,0
87.52,21.56,2.387,1,14,1
18.62,0.37,0.05,0,29,0
5.25,0.51,0.299,0,20,0
39.7,3.07,0.649,0,14,0
131.75,45.76,2.024,1,19,1
186.85,22.46,4.861,1,17,1
3.99,2.09,0.032,0,24,0
3.49,2.55,0.199,0,26,0
54.91,5.24,0.165,1,14,2
113.69,23.11,1.5,1,7,1
52.98,6.95,1.164,1,19,2
147.09,46.23,2.635,1,14,1
18.34,3.56,0.319,1,24,2
1.0,3.83,0.107,0,26,0
8.82,2.63,0.102,0,8,0
1.2,1.13,0.288,0,21,0
1.0,3.72,0.082,0,5,0
8.71,2.76,0.062,0,24,0
1.0,2.39,0.006,0,13,0
7.39,1.87,0.033,0,25,0
128.98,31.52,1.997,1,15,1
204.54,28.5,4.489,1,13,1
105.34,12.11,3.315,1,4,1
6.42,1.74,0.132,0,15,0
60.0,8.0,3.086,1,11,1
34.82,2.01,0.248,1,28,2
4.96,1.15,0.061,0,15,0
1.0,0.59,0.045,0,12,0
1.0,0.2,0.153,0,20,0
33.64,8.07,0.788,1,5,2
39.62,6.75,0.57,0,12,0
65.12,15.0,1.591,1,6,1
2.29,1.14,0.029,0,20,0
74.65,27.18,1.5,1,17,1
8.4,2.09,0.276,0,11,0
5.11,0.58,0.003,0,12,0
23.7,2.02,0.064,1,17,2
146.36,22.77,4.176,1,16,1
23.72,0.85,0.363,0,7,0
33.51,6.34,0.6,1,14,2
31.23,11.22,0.126,1,10,2
4.55,3.73,0.049,0,14,0
61.13,5.64,0.165,1,27,2
24.08,3.19,0.028,0,22,0
25.89,2.69,0.312,1,6,2
45.41,5.77,0.527,1,11,2
18.31,0.22,0.056,0,18,0
490.24,51.46,11.328,1,9,1
117.8,8.0,3.47,1,15,1
87.79,12.31,2.491,1,6,2
102.87,12.23,3.202,1,10,1
2.03,2.37,0.065,0,18,0
10.18,2.14,0.5,0,8,0
103.13,8.0,5.604,1,8,1
21.11,5.07,0.182,1,5,2
1.0,2.2,0.183,0,24,0
135.35,22.76,2.816,1,12,1
40.09,12.83,0.14,1,20,2
40.61,5.76,0.104,1,20,2
42.42,6.17,0.541,1,12,2
122.89,20.23,2.05,1,15,1
117.19,33.75,2.867,1,16,1
3.19,3.93,0.014,0,18,0
341.39,91.86,13.334,1,8,1
242.01,98.09,8.557,1,9,1
13.02,2.68,0.161,0,21,0
57.39,10.52,0.349,1,26,2
15.73,4.29,0.462,1,25,2
231.82,66.5,7.244,1,3,1
31.87,7.82,0.178,1,29,2
5.36,0.57,0.187,0,5,0
6.25,2.06,0.118,0,12,0
60.0,11.3,4.445,1,3,1
4.29,7.23,0.004,0,22,0
56.91,2.81,0.001,1,28,2
5.77,0.83,0.228,0,19,0
162.22,23.06,4.51,1,7,1
139.17,35.5,2.971,1,7,1
36.03,1.0,0.117,1,27,2
10.72,0.1,0.468,0,8,0
20.48,6.1,0.249,1,17,2
158.72,23.6,4.2,1,18,1
16.62,5.45,0.316,0,13,0
81.09,44.76,4.014,1,7,1
95.04,8.0,5.939,1,18,1
144.63,34.94,1.807,1,11,1
34.35,6.86,0.09,1,17,2
51.78,1.89,0.027,1,25,2
75.97,33.42,3.357,1,19,1
12.89,0.4,0.147,0,21,0
94.68,35.74,5.414,1,13,1
323.9,50.45,12.846,1,4,1
36.43,5.96,0.401,1,27,2
352.42,52.74,11.817,1,5,1
7.06,0.14,0.054,0,11,0
63.89,8.0,5.069,1,11,1
1.65,7.57,0.034,0,16,0
161.57,27.69,4.713,1,18,1
5.97,0.5,0.021,0,12,0
16.28,1.1,0.271,1,5,2
199.58,35.66,6.5,1,19,1
8.19,5.7,0.143,0,22,0
60.0,38.23,1.5,1,8,1
29.19,3.76,0.059,1,7,2
124.95,18.55,4.87,1,12,1
2.26,0.82,0.026,0,18,0
6.2,4.93,0.058,0,10,0
60.76,21.52,2.49,1,17,1
144.06,16.68,6.15,1,12,1
60.0,42.38,5.995,1,19,1
114.02,24.51,7.339,1,16,1
11.92,1.0,0.195,0,24,0
89.84,11.29,1.261,1,9,2
12.1,0.6,0.041,0,7,0
6.89,4.14,0.003,0,11,0
111.11,8.0,2.796,1,5,1
9.22,0.14,0.02,0,27,0
31.6,5.5,0.485,1,14,2
21.62,7.23,0.492,0,10,0
167.38,36.48,5.182,1,9,1
11.75,4.18,0.269,1,10,2
59.51,4.94,0.088,1,23,2
35.41,3.59,0.792,0,5,0
3.01,2.29,0.055,0,7,0
115.07,17.69,1.5,1,16,1
174.44,38.45,5.238,1,8,1
60.0,12.96,2.458,1,9,1
24.47,9.4,0.602,1,9,2
6.78,5.29,0.07,0,26,0
88.04,18.17,6.035,1,19,1
35.58,10.81,0.803,1,11,2
16.55,1.55,0.119,0,23,0
42.71,2.44,0.018,1,14,2
150.64,18.92,4.671,1,15,1
27.82,7.99,0.111,1,23,2
2.41,0.23,0.043,0,17,0
21.0,5.11,0.16,1,6,2
6.2,4.02,0.23,0,25,0
28.28,1.72,0.682,1,5,2
1.0,1.17,0.012,0,13,0
30.94,5.39,0.363,0,6,0
33.87,2.18,0.066,1,6,2
8.4,1.33,0.068,0,28,0
121.46,31.32,2.553,1,9,1
19.88,0.6,0.163,0,6,0
12.25,1.54,0.001,0,14,0
1.0,0.66,0.341,0,18,0
120.21,29.67,2.693,1,8,1
124.37,21.97,4.334,1,9,1
15.13,1.05,0.0,0,10,0
71.71,32.64,4.96,1,16,1
45.26,5.84,0.043,1,21,2
1.0,2.67,0.5,0,7,0
15.24,2.61,0.302,0,12,0
99.47,19.94,2.48,1,5,1
1.09,6.89,0.304,0,26,0
2.98,0.57,0.116,0,28,0
72.08,24.34,7.263,1,9,1
130.41,40.33,4.456,1,18,1
21.87,7.19,0.505,0,10,0
1.0,0.31,0.103,0,28,0
21.69,7.9,0.361,0,19,0
81.45,8.0,4.726,1,18,1
5.18,1.99,0.006,0,9,0
1.15,0.64,0.068,0,25,0
53.45,6.94,0.433,1,24,2
128.76,8.0,4.231,1,8,1
6.27,0.89,0.002,0,27,0
196.36,28.75,4.751,1,12,1
60.0,31.95,3.714,1,12,1
1.0,0.1,0.09,0,5,0
4.9,2.36,0.041,0,17,0
39.67,1.0,0.403,1,28,2
4.63,1.07,0.008,0,23,0
15.63,5.39,0.051,0,28,0
148.16,40.39,4.255,1,6,1
4.51,0.1,0.287,0,17,0
40.67,3.95,0.221,1,25,2
146.52,18.26,3.251,1,18,1
6.35,0.27,0.054,0,20,0
120.81,28.34,6.796,1,4,1
70.1,5.17,0.244,1,19,2
30.0,0.46,0.275,0,9,0
26.48,5.87,0.633,0,19,0
3.48,0.79,0.082,0,28,0
1.34,0.19,0.134,0,28,0
1.52,0.1,0.129,0,20,0
155.66,47.68,7.034,1,10,1
110.9,21.54,2.492,1,19,1
117.16,8.0,4.349,1,14,1
173.33,24.62,1.5,1,12,1
27.35,11.13,0.33,1,28,2
89.66,31.6,5.247,1,3,1
91.59,45.58,3.793,1,17,1
89.62,25.63,4.25,1,6,1
88.42,26.14,6.007,1,8,1
1.0,0.63,0.119,0,10,0
45.17,5.4,0.121,1,19,2
4.34,0.53,0.257,0,11,0
32.66,7.18,0.397,0,19,0
158.38,22.79,5.551,1,10,1
201.89,65.82,12.203,1,4,1
26.46,4.2,0.069,1,20,2
6.21,5.83,0.09,0,9,0
4.05,1.55,0.192,0,22,0
1.43,0.13,0.085,0,11,0
7.4,1.18,0.062,0,27,0
89.85,38.63,4.639,1,18,1
14.19,2.26,0.399,0,16,0
25.21,8.51,0.359,1,6,2
68.03,40.89,1.577,1,7,1
20.2,4.87,0.029,1,6,2
35.71,11.29,0.232,1,18,2
20.72,4.59,0.545,0,8,0
4.02,3.01,0.086,0,18,0
36.72,7.94,0.09,1,5,2
3.67,0.43,0.008,0,22,0
30.0,1.98,0.074,0,6,0
1.2,0.13,0.062,0,22,0
48.47,3.48,0.37,1,15,2
40.31,6.05,0.622,1,13,2
10.08,0.36,0.414,0,28,0
114.73,30.26,3.285,1,11,1
25.31,7.34,0.044,1,28,2
1.0,1.08,0.057,0,22,0
7.98,1.44,0.002,0,7,0
6.17,0.47,0.036,0,6,0
26.83,9.31,0.869,1,18,2
4.84,0.1,0.083,0,12,0
174.75,8.0,2.585,1,17,1
60.0,25.67,4.974,1,4,1
36.3,5.38,0.341,1,17,2
74.07,44.75,3.453,1,19,1
18.63,9.49,0.583,1,29,2
1.13,1.81,0.066,0,25,0
44.37,1.0,0.338,1,5,2
27.31,2.33,0.28,1,21,2
21.79,1.13,0.202,0,11,0
201.22,27.21,4.251,1,4,1
29.86,7.9,0.462,0,14,0
44.89,4.46,0.048,1,5,2
23.88,9.18,0.453,1,9,2
94.67,26.13,4.194,1,5,1
1.0,0.41,0.005,0,21,0
55.1,10.1,0.755,1,12,2
24.69,7.78,0.005,1,5,2
40.37,5.71,0.033,1,28,2
120.4,15.98,8.57,1,8,1
1.0,0.92,0.028,0,25,0
31.41,6.32,0.809,1,23,2
28.61,1.84,0.017,0,24,0
28.98,4.41,0.448,0,19,0
13.63,0.98,0.008,0,15,0
4.9,0.44,0.02,0,10,0
140.83,20.04,4.145,1,16,1
64.18,24.66,4.897,1,17,1
105.83,8.0,5.538,1,13,1
22.69,6.77,0.619,1,22,2
52.32,9.79,0.374,1,18,2
31.54,4.47,0.123,1,23,2
145.81,9.82,1.5,1,4,1
12.3,1.03,0.185,0,18,0
167.18,10.15,5.6,1,6,1
13.29,0.1,0.395,0,17,0
18.4,2.79,0.03,1,16,2
4.99,1.66,0.042,0,13,0
89.1,14.61,2.372,1,7,1
130.85,26.59,6.432,1,8,1
82.04,11.95,4.571,1,6,1
3.55,0.34,0.014,0,8,0
60.0,34.98,2.935,1,13,1
25.78,1.0,0.582,1,7,2
33.49,8.91,0.029,1,28,2
16.23,5.87,0.409,0,25,0
39.91,4.78,0.681,0,9,0
24.77,3.74,0.045,1,14,2
39.49,9.5,0.372,1,8,2
63.45,10.05,0.239,1,16,2
33.42,3.54,0.119,1,24,2
101.44,28.19,5.493,1,14,1
13.59,0.1,0.121,0,17,0
4.32,3.27,0.071,0,17,0
46.71,8.35,0.782,1,14,2
8.44,3.6,0.029,0,11,0
57.15,9.01,0.128,1,23,2
72.72,21.46,2.667,1,3,1
32.33,5.49,0.0,1,16,2
121.89,19.91,4.737,1,8,1
16.55,0.92,0.016,0,20,0
474.36,95.35,6.923,1,3,1
30.0,0.29,0.272,0,12,0
197.74,8.0,7.769,1,12,1
148.7,28.71,1.713,1,8,1
3.93,0.77,0.024,0,12,0
60.0,38.9,4.253,1,19,1
164.05,49.77,4.067,1,13,1
46.98,1.0,0.009,1,12,2
5.86,1.83,0.117,0,19,0
21.8,1.72,0.106,0,24,0
24.63,4.9,0.575,0,11,0
108.6,22.86,4.04,1,4,1
25.59,3.98,0.336,1,20,2
94.24,17.56,1.909,1,8,1
30.0,0.78,0.014,0,16,0
489.11,72.32,11.003,1,8,1
11.59,5.51,0.1,1,18,2
131.95,43.13,4.081,1,8,1
41.53,4.37,0.552,1,27,2
159.57,36.38,2.441,1,13,1
20.9,3.41,0.023,1,6,2
44.39,5.43,0.108,1,27,2
46.81,6.53,0.229,1,9,2
231.16,85.03,5.487,1,7,1
129.57,42.65,8.023,1,19,1
53.92,17.03,1.263,1,7,2
30.09,1.0,0.042,1,8,2
112.86,8.0,5.624,1,5,1
38.26,9.02,0.13,1,8,2
1.0,0.74,0.044,0,10,0
93.28,18.69,6.676,1,11,1
6.13,0.83,0.026,0,17,0
86.58,16.54,1.893,1,9,1
267.11,72.97,6.356,1,5,1
5.14,1.82,0.093,0,16,0
53.71,1.0,0.017,1,15,2
4.97,0.1,0.076,0,23,0
58.13,10.6,1.796,1,10,1
62.51,2.49,0.334,1,8,2
98.22,30.42,5.912,1,10,1
2.28,2.22,0.008,0,7,0
43.65,3.5,0.014,1,15,2
117.36,8.04,4.436,1,15,1
32.63,1.0,0.22,1,27,2
133.21,24.18,1.5,1,17,1
7.49,1.04,0.035,0,17,0
41.02,10.53,0.187,1,10,2
39.45,6.73,0.705,1,7,2
200.81,35.82,2.951,1,13,1
144.63,23.4,5.405,1,7,1
38.79,7.52,0.438,1,17,2
118.27,28.33,4.085,1,4,1
32.5,5.77,0.788,0,16,0
